GEOGRAPHY,BA_CODE,ECODE,AREA_NAME,BAND_A,BAND_B,BAND_C,BAND_D,BAND_E,BAND_F,BAND_G,BAND_H,BAND_I,ALL_PROPERTIES
LAUA,5660,E09000022,Lambeth,"4,850","33,030","40,460","31,090","14,700","9,020","5,300",810,N/A,"139,250"
LAUA,5690,E09000023,Lewisham,"7,880","34,220","44,250","26,070","7,510","2,760","1,310",180,N/A,"124,160"
LAUA,5750,E09000025,Newham,"5,170","32,270","49,350","19,940","3,330",730,110,20,N/A,"110,930"
LAUA,5840,E09000028,Southwark,"11,690","37,950","34,190","23,180","16,210","6,380","4,190",630,N/A,"134,410"
LAUA,5900,E09000030,Tower Hamlets,"3,840","25,180","36,810","25,210","18,780","8,660","3,300",540,N/A,"122,330"
LAUA,5960,E09000032,Wandsworth,"6,600","12,390","36,300","32,590","22,210","15,200","12,890","2,670",N/A,"140,850"
LAUA,5990,E09000033,Westminster,"1,740","6,820","15,930","22,650","22,620","17,320","22,260","15,070",N/A,"124,400"
CTYMET,N/A,E13000002,Outer London,"62,880","214,820","556,280","574,180","335,780","153,500","102,730","18,100",N/A,"2,018,260"
LAUA,5060,E09000002,Barking and Dagenham,"6,710","11,440","44,770","9,330","1,700",330,40,20,N/A,"74,350"
LAUA,5090,E09000003,Barnet,"3,800","10,100","28,650","33,910","30,360","19,320","15,840","4,090",N/A,"146,080"
LAUA,5120,E09000004,Bexley,"4,340","10,510","29,270","27,220","19,290","4,830","1,690",50,N/A,"97,200"
LAUA,5150,E09000005,Brent,"4,480","12,860","35,070","33,560","21,900","6,270","3,350",250,N/A,"117,730"
LAUA,5180,E09000006,Bromley,"1,920","10,070","28,960","35,850","28,870","17,870","13,560","1,490",N/A,"138,570"
LAUA,5240,E09000008,Croydon,"3,500","22,020","47,690","38,290","21,830","11,480","7,420",640,N/A,"152,880"
LAUA,5270,E09000009,Ealing,"4,250","13,110","31,750","43,730","22,660","9,890","6,890",960,N/A,"133,240"
LAUA,5300,E09000010,Enfield,"5,240","11,570","33,600","36,360","20,910","9,080","5,870",890,N/A,"123,520"
LAUA,5330,E09000011,Greenwich,"10,410","21,200","40,970","22,240","10,770","3,220","2,080",340,N/A,"111,240"
LAUA,5450,E09000015,Harrow,650,"3,540","19,900","28,560","21,850","7,880","6,140","1,210",N/A,"89,730"
LAUA,5480,E09000016,Havering,"5,310","10,840","27,290","35,670","15,140","6,350","3,030",310,N/A,"103,940"
LAUA,5510,E09000017,Hillingdon,950,"5,720","23,770","45,500","18,350","9,750","5,000",440,N/A,"109,480"
LAUA,5540,E09000018,Hounslow,"2,130","8,740","26,240","37,690","15,060","5,750","3,870",900,N/A,"100,380"
LAUA,5630,E09000021,Kingston upon Thames,570,"3,050","14,870","20,000","14,550","8,230","4,070",960,N/A,"66,290"
LAUA,5720,E09000024,Merton,"1,060","8,250","22,580","27,560","13,060","5,350","3,980","1,670",N/A,"83,510"
LAUA,5780,E09000026,Redbridge,"1,940","12,780","26,080","31,770","19,300","7,380","3,170",200,N/A,"102,610"
LAUA,5810,E09000027,Richmond upon Thames,600,"2,130","13,030","20,310","19,630","11,840","12,600","3,390",N/A,"83,540"
LAUA,5870,E09000029,Sutton,810,"7,350","26,530","23,770","12,320","6,880","3,700",260,N/A,"81,620"
LAUA,5930,E09000031,Waltham Forest,"4,220","29,550","35,270","22,860","8,220","1,790",430,30,N/A,"102,360"
REGL,N/A,E12000008,SOUTH EAST,"339,230","636,700","987,270","768,430","503,390","304,540","244,250","36,230",N/A,"3,820,030"
LAUA,0335,E06000036,Bracknell Forest UA,"1,680","4,360","17,820","9,290","7,880","4,890","2,280",270,N/A,"48,460"
LAUA,1445,E06000043,Brighton and Hove UA,"27,680","28,760","34,200","19,430","10,990","4,580","2,720",190,N/A,"128,540"
LAUA,2100,E06000046,Isle of Wight UA,"10,210","18,030","17,160","13,140","7,040","3,120","1,490",140,N/A,"70,330"
LAUA,2280,E06000035,Medway UA,"11,140","37,980","33,400","17,240","8,740","3,720","1,350",70,N/A,"113,650"
LAUA,0435,E06000042,Milton Keynes UA,"16,550","31,120","27,940","13,550","10,890","5,500","2,770",150,N/A,"108,470"
LAUA,1775,E06000044,Portsmouth UA,"25,040","31,350","21,570","6,030","3,670","1,630",660,60,N/A,"90,020"
LAUA,0345,E06000038,Reading UA,"6,170","13,710","28,340","10,750","5,400","3,270","1,820",80,N/A,"69,540"
LAUA,0350,E06000039,Slough UA,"1,390","9,530","22,290","12,870","4,440","1,670",330,10,N/A,"52,520"
LAUA,1780,E06000045,Southampton UA,"33,940","34,220","22,670","9,320","3,070","1,390",440,30,N/A,"105,070"
LAUA,0340,E06000037,West Berkshire UA,"2,460","6,400","19,190","17,050","10,230","6,620","4,450",700,N/A,"67,100"
LAUA,0355,E06000040,Windsor and Maidenhead UA,"1,900","3,730","9,210","16,070","13,080","8,130","9,430","1,760",N/A,"63,300"
LAUA,0360,E06000041,Wokingham UA,"1,840","3,480","10,110","18,210","14,860","9,710","6,100",480,N/A,"64,780"
CTYMET,N/A,E10000002,Buckinghamshire,"6,130","23,220","49,350","42,930","33,670","26,760","29,200","5,430",N/A,"216,690"
LAUA,0405,E07000004,Aylesbury Vale,"3,290","12,580","22,400","13,770","11,150","7,890","6,150",410,N/A,"77,630"
LAUA,0415,E07000005,Chiltern,750,"2,070","5,570","6,690","6,630","6,610","9,010","1,920",N/A,"39,240"
LAUA,0410,E07000006,South Bucks,700,880,"3,580","5,740","5,020","3,460","7,050","2,070",N/A,"28,500"
LAUA,0425,E07000007,Wycombe,"1,400","7,680","17,810","16,740","10,870","8,810","6,990","1,030",N/A,"71,320"
CTYMET,N/A,E10000011,East Sussex,"35,890","45,880","57,980","46,760","30,520","16,990","12,880","1,510",N/A,"248,410"
LAUA,1410,E07000061,Eastbourne,"8,360","12,990","10,730","8,590","4,490","2,020","1,100",90,N/A,"48,370"
LAUA,1415,E07000062,Hastings,"14,590","12,130","7,510","5,610","2,220",800,190,40,N/A,"43,080"
LAUA,1425,E07000063,Lewes,"4,250","5,990","13,360","9,560","5,760","2,980","2,310",220,N/A,"44,410"
LAUA,1430,E07000064,Rother,"4,700","7,090","9,830","8,970","7,280","3,790","2,600",270,N/A,"44,520"
LAUA,1435,E07000065,Wealden,"3,980","7,690","16,560","14,040","10,780","7,400","6,690",890,N/A,"68,020"
CTYMET,N/A,E10000014,Hampshire,"41,410","100,600","160,590","114,620","82,860","48,190","28,970","3,270",N/A,"580,510"
LAUA,1705,E07000084,Basingstoke and Deane,"2,370","11,520","25,820","13,670","10,540","6,030","3,190",410,N/A,"73,550"
LAUA,1710,E07000085,East Hampshire,"2,900","5,610","12,180","10,500","8,600","6,100","4,650",640,N/A,"51,180"
LAUA,1715,E07000086,Eastleigh,"4,280","11,610","17,670","9,620","7,120","2,800","1,040",30,N/A,"54,160"
LAUA,1720,E07000087,Fareham,"3,430","6,940","15,290","10,390","7,890","3,450","1,440",110,N/A,"48,930"
LAUA,1725,E07000088,Gosport,"6,010","13,110","8,910","4,960","1,970","1,520",320,30,N/A,"36,820"
LAUA,1730,E07000089,Hart,700,"1,940","8,780","8,640","7,610","6,630","3,660",240,N/A,"38,200"
LAUA,1735,E07000090,Havant,"8,340","14,160","12,780","9,860","5,620","2,470",940,40,N/A,"54,200"
LAUA,1740,E07000091,New Forest,"6,900","11,890","17,780","19,190","13,300","6,800","4,470",590,N/A,"80,920"
LAUA,1750,E07000092,Rushmoor,"1,430","8,390","15,530","8,580","3,800","1,170",320,40,N/A,"39,250"
LAUA,1760,E07000093,Test Valley,"2,730","8,870","13,930","9,960","8,070","4,760","3,590",470,N/A,"52,380"
LAUA,1765,E07000094,Winchester,"2,330","6,570","11,930","9,260","8,350","6,470","5,360",680,N/A,"50,930"
CTYMET,N/A,E10000016,Kent,"66,550","123,900","180,940","127,630","73,590","42,850","33,490","3,390",N/A,"652,330"
LAUA,2205,E07000105,Ashford,"4,100","12,310","12,430","8,730","6,350","5,220","3,080",190,N/A,"52,400"
LAUA,2210,E07000106,Canterbury,"6,330","13,440","20,540","12,860","7,040","3,900","2,120",110,N/A,"66,340"
LAUA,2215,E07000107,Dartford,"1,630","6,740","14,460","11,030","5,640","2,520","1,010",60,N/A,"43,080"
LAUA,2220,E07000108,Dover,"6,980","16,270","13,510","6,870","4,170","2,270","1,400",70,N/A,"51,530"
LAUA,2230,E07000109,Gravesham,"3,640","6,840","14,570","9,810","4,530","2,010","1,030",100,N/A,"42,530"
LAUA,2235,E07000110,Maidstone,"4,170","8,590","18,580","17,870","9,290","5,260","3,890",350,N/A,"68,000"
LAUA,2245,E07000111,Sevenoaks,"1,690","3,160","10,890","11,650","7,340","5,820","7,550","1,350",N/A,"49,440"
LAUA,2250,E07000112,Shepway,"6,910","12,380","13,820","7,720","4,750","2,590","1,830",90,N/A,"50,100"
LAUA,2255,E07000113,Swale,"9,860","15,840","16,530","10,540","5,300","2,380","1,180",110,N/A,"61,750"
LAUA,2260,E07000114,Thanet,"16,150","19,340","17,340","7,660","3,900","1,470",730,30,N/A,"66,610"
LAUA,2265,E07000115,Tonbridge and Malling,"1,700","3,870","14,810","13,040","8,780","4,940","4,600",400,N/A,"52,130"
LAUA,2270,E07000116,Tunbridge Wells,"3,400","5,130","13,460","9,870","6,500","4,480","5,070",520,N/A,"48,430"
CTYMET,N/A,E10000025,Oxfordshire,"13,340","41,040","83,870","62,540","39,770","21,100","17,920","2,450",N/A,"282,020"
LAUA,3105,E07000177,Cherwell,"5,470","15,270","16,770","10,730","7,360","3,440","2,430",240,N/A,"61,700"
LAUA,3110,E07000178,Oxford,"2,450","9,430","18,950","15,870","6,920","2,810","3,240",580,N/A,"60,240"
LAUA,3115,E07000179,South Oxfordshire,"2,160","5,330","16,120","13,470","9,570","5,960","5,670",830,N/A,"59,110"
LAUA,3120,E07000180,Vale of White Horse,"1,660","5,620","16,050","12,100","8,990","5,080","4,030",440,N/A,"53,980"
LAUA,3125,E07000181,West Oxfordshire,"1,590","5,400","15,970","10,370","6,940","3,820","2,550",360,N/A,"47,000"
CTYMET,N/A,E10000030,Surrey,"9,080","26,300","86,380","131,220","91,750","61,920","66,380","13,520",N/A,"486,540"
LAUA,3605,E07000207,Elmbridge,380,"1,770","7,530","13,310","10,860","7,760","11,170","4,020",N/A,"56,810"
LAUA,3610,E07000208,Epsom and Ewell,160,"1,210","5,110","8,870","7,630","4,580","3,950",140,N/A,"31,660"
LAUA,3615,E07000209,Guildford,"1,070","3,390","11,750","15,870","9,910","6,440","7,330","1,710",N/A,"57,460"
LAUA,3620,E07000210,Mole Valley,"1,630","2,470","3,900","7,950","7,000","6,100","7,510","1,000",N/A,"37,560"
LAUA,3625,E07000211,Reigate and Banstead,"1,060","3,720","11,780","17,080","10,570","7,200","7,220","1,040",N/A,"59,660"
LAUA,3630,E07000212,Runnymede,"1,580","1,320","6,680","11,190","6,590","3,940","2,900","1,070",N/A,"35,280"
LAUA,3635,E07000213,Spelthorne,430,"1,620","8,720","14,450","9,960","4,550","2,080",110,N/A,"41,910"
LAUA,3640,E07000214,Surrey Heath,580,"2,080","5,810","9,590","6,610","5,660","4,970",490,N/A,"35,790"
LAUA,3645,E07000215,Tandridge,910,"2,150","4,960","8,630","7,350","4,760","6,070","1,190",N/A,"36,030"
LAUA,3650,E07000216,Waverley,960,"3,270","9,630","12,320","9,270","6,770","8,150","2,030",N/A,"52,390"
LAUA,3655,E07000217,Woking,320,"3,320","10,500","11,950","6,010","4,160","5,020",720,N/A,"41,990"
CTYMET,N/A,E10000032,West Sussex,"26,830","53,100","104,280","79,790","50,950","32,510","21,560","2,720",N/A,"371,740"
LAUA,3805,E07000223,Adur,"2,720","5,000","11,320","6,120","1,920",720,300,10,N/A,"28,110"
LAUA,3810,E07000224,Arun,"7,920","12,420","19,370","14,940","10,020","5,610","2,660",280,N/A,"73,210"
LAUA,3815,E07000225,Chichester,"3,250","5,860","14,120","11,630","8,510","5,850","5,700","1,250",N/A,"56,180"
LAUA,3820,E07000226,Crawley,"1,000","6,770","21,180","8,470","3,760","2,190",460,10,N/A,"43,840"
LAUA,3825,E07000227,Horsham,"2,230","5,720","12,330","13,010","10,580","7,800","7,270",780,N/A,"59,710"
LAUA,3830,E07000228,Mid Sussex,"2,040","6,290","13,170","16,470","10,820","8,010","4,280",370,N/A,"61,450"
LAUA,3835,E07000229,Worthing,"7,680","11,060","12,780","9,150","5,340","2,330",890,30,N/A,"49,250"
REGL,N/A,E12000009,SOUTH WEST,"439,740","608,530","574,020","393,630","261,760","132,770","75,440","7,690",N/A,"2,493,560"
LAUA,0114,E06000022,Bath and North East Somerset UA,"7,930","18,700","19,950","13,390","9,250","5,290","4,660",410,N/A,"79,580"
LAUA,1250,E06000028,Bournemouth UA,"17,750","18,670","23,840","16,080","7,910","3,440","1,500",130,N/A,"89,300"
LAUA,0116,E06000023,"Bristol, City of UA","50,390","72,380","38,340","17,720","9,510","4,720","2,830",330,N/A,"196,210"
LAUA,0840,E06000052,Cornwall UA,"62,220","68,050","56,350","41,450","24,070","8,600","4,040",370,N/A,"265,160"
LAUA,0835,E06000053,Isles of Scilly UA,20,40,90,260,340,300,150,10,N/A,"1,210"
LAUA,0121,E06000024,North Somerset UA,"13,030","20,530","22,180","16,840","12,280","6,250","3,250",280,N/A,"94,630"
LAUA,1160,E06000026,Plymouth UA,"47,020","32,010","22,370","9,430","4,810","1,690",600,60,N/A,"118,000"
LAUA,1255,E06000029,Poole UA,"4,900","12,010","22,700","12,250","8,070","3,940","3,150",970,N/A,"67,990"
LAUA,0119,E06000025,South Gloucestershire UA,"12,810","34,340","27,020","20,710","11,730","5,610","1,960",180,N/A,"114,360"
LAUA,3935,E06000030,Swindon UA,"14,320","26,810","23,620","16,310","8,220","3,180","1,290",70,N/A,"93,820"
LAUA,1165,E06000027,Torbay UA,"13,520","17,500","16,520","10,110","5,010","2,340","1,220",130,N/A,"66,350"
LAUA,3940,E06000054,Wiltshire UA,"25,170","41,070","53,100","36,770","27,800","16,640","10,570","1,300",N/A,"212,420"
CTYMET,N/A,E10000008,Devon,"58,820","83,470","78,480","63,440","43,400","22,330","12,750",920,N/A,"363,590"
LAUA,1105,E07000040,East Devon,"6,200","13,130","15,260","12,280","10,120","6,130","3,990",200,N/A,"67,300"
LAUA,1110,E07000041,Exeter,"11,510","14,720","13,530","8,610","3,950","1,810",890,50,N/A,"55,070"
LAUA,1135,E07000042,Mid Devon,"6,120","8,830","6,500","6,030","4,450","2,320",950,60,N/A,"35,250"
LAUA,1115,E07000043,North Devon,"9,970","10,960","9,490","7,570","4,210","1,810",600,50,N/A,"44,660"
LAUA,1125,E07000044,South Hams,"4,960","8,560","8,480","7,910","6,610","3,660","2,980",330,N/A,"43,480"
LAUA,1130,E07000045,Teignbridge,"8,540","13,940","13,350","11,390","7,600","3,790","1,960",120,N/A,"60,680"
LAUA,1145,E07000046,Torridge,"8,100","6,970","6,610","5,530","3,160","1,060",370,30,N/A,"31,830"
LAUA,1150,E07000047,West Devon,"3,430","6,370","5,260","4,110","3,310","1,760","1,010",80,N/A,"25,330"
CTYMET,N/A,E10000009,Dorset,"21,300","32,700","46,460","40,960","31,800","16,450","8,410",740,N/A,"198,820"
LAUA,1210,E07000048,Christchurch,"1,740","2,300","6,140","6,140","5,060","1,580",770,40,N/A,"23,760"
LAUA,1240,E07000049,East Dorset,"2,480","3,270","7,500","9,090","9,540","5,160","2,510",170,N/A,"39,710"
LAUA,1215,E07000050,North Dorset,"2,720","6,120","8,110","6,020","4,300","2,610","1,440",140,N/A,"31,460"
LAUA,1225,E07000051,Purbeck,"1,430","2,860","6,940","4,920","3,160","1,820","1,040",100,N/A,"22,260"
LAUA,1230,E07000052,West Dorset,"5,490","8,650","11,660","9,890","7,400","4,410","2,330",270,N/A,"50,110"
LAUA,1235,E07000053,Weymouth and Portland,"7,450","9,500","6,120","4,910","2,340",860,320,20,N/A,"31,520"
CTYMET,N/A,E10000013,Gloucestershire,"49,930","62,170","68,810","40,720","29,850","16,740","11,770","1,310",N/A,"281,280"
LAUA,1605,E07000078,Cheltenham,"9,530","13,060","13,710","8,830","4,900","2,550","1,990",100,N/A,"54,670"
LAUA,1610,E07000079,Cotswold,"3,480","5,040","10,510","7,020","6,050","4,500","4,330",690,N/A,"41,620"
LAUA,1615,E07000080,Forest of Dean,"6,790","9,760","8,460","5,610","4,080","1,950",970,70,N/A,"37,690"
LAUA,1620,E07000081,Gloucester,"16,580","15,860","13,370","5,720","3,580",830,170,10,N/A,"56,120"
LAUA,1625,E07000082,Stroud,"7,290","12,120","11,930","7,800","6,360","3,830","2,480",250,N/A,"52,060"
LAUA,1630,E07000083,Tewkesbury,"6,260","6,330","10,840","5,740","4,870","3,070","1,820",190,N/A,"39,130"
CTYMET,N/A,E10000027,Somerset,"40,610","68,100","54,190","37,190","27,710","15,250","7,300",500,N/A,"250,840"
LAUA,3305,E07000187,Mendip,"7,000","13,250","12,310","7,530","5,620","3,160","1,830",130,N/A,"50,820"
LAUA,3310,E07000188,Sedgemoor,"13,010","12,330","11,540","7,870","5,060","2,620","1,380",60,N/A,"53,880"
LAUA,3325,E07000189,South Somerset,"10,300","22,480","16,170","10,970","9,230","4,700","1,850",170,N/A,"75,860"
LAUA,3315,E07000190,Taunton Deane,"7,460","16,070","10,340","7,410","5,950","3,480","1,560",100,N/A,"52,380"
LAUA,3320,E07000191,West Somerset,"2,840","3,960","3,830","3,420","1,850","1,290",680,50,N/A,"17,920"
NATL,N/A,W92000004,WALES,"209,020","298,550","307,500","228,190","188,570","114,390","52,190","12,620","5,480","1,416,500"
LAUA,6805,W06000001,Isle of Anglesey / Ynys Môn,"4,850","6,800","6,720","7,260","5,430","2,580","1,040",170,50,"34,890"
LAUA,6810,W06000002,Gwynedd / Gwynedd,"9,210","15,710","12,410","10,600","8,190","3,970","1,270",190,80,"61,650"
LAUA,6905,W06000003,Conwy / Conwy,"5,330","8,190","15,210","11,760","8,910","4,920","1,900",430,170,"56,820"
LAUA,6830,W06000004,Denbighshire / Sir Ddinbych,"3,960","7,160","14,270","7,690","5,350","3,590","1,970",310,170,"44,460"
LAUA,6835,W06000005,Flintshire / Sir y Fflint,"4,170","9,230","20,040","12,620","10,420","7,150","3,120",580,230,"67,550"
LAUA,6955,W06000006,Wrexham / Wrecsam,"4,290","12,540","16,760","9,980","7,900","4,920","2,460",720,290,"59,870"
LAUA,N/A,W06000023,Powys / Powys,"5,740","9,170","12,800","10,170","12,150","9,370","4,070",590,210,"64,270"
LAUA,6820,W06000008,Ceredigion / Ceredigion,"2,040","4,890","7,450","7,420","8,870","3,690",950,110,20,"35,440"
LAUA,6845,W06000009,Pembrokeshire / Sir Benfro,"6,480","9,400","13,740","11,030","12,180","5,800","2,030",320,90,"61,080"
LAUA,N/A,W06000010,Carmarthenshire / Sir Gaerfyrddin,"9,110","24,160","17,880","13,820","12,720","6,190","2,070",290,70,"86,300"
LAUA,6855,W06000011,Swansea / Abertawe,"16,920","28,100","23,950","16,510","12,760","7,960","3,780","1,140",510,"111,640"
LAUA,6930,W06000012,Neath Port Talbot / Castell-nedd Port Talbot,"13,460","27,280","11,450","7,150","4,270","1,370",500,100,20,"65,620"
LAUA,6915,W06000013,Bridgend / Pen-y-bont ar Ogwr,"10,340","15,110","14,230","10,090","7,380","4,180","1,430",280,100,"63,150"
LAUA,6950,W06000014,Vale of Glamorgan / Bro Morgannwg,"1,380","6,090","13,310","10,900","9,750","6,840","5,320","2,170","1,010","56,750"
LAUA,6815,W06000015,Cardiff / Caerdydd,"4,050","17,890","31,540","34,830","29,260","20,870","9,830","2,670","1,400","152,320"
LAUA,6940,W06000016,Rhondda Cynon Taf / Rhondda Cynon Taf,"46,350","25,020","16,900","8,970","6,370","3,230","1,130",180,70,"108,210"
LAUA,6925,W06000024,Merthyr Tydfil / Merthyr Tudful,"14,050","6,630","2,170","2,090","1,390",550,140,-,10,"27,020"
LAUA,6920,W06000018,Caerphilly / Caerffili,"15,100","26,580","18,380","9,180","6,280","2,220",760,90,80,"78,660"
LAUA,6910,W06000019,Blaenau Gwent / Blaenau Gwent,"19,120","7,990","2,550","1,580",830,310,50,-,20,"32,460"
LAUA,6945,W06000020,Torfaen / Tor-faen,"6,020","12,890","11,710","4,010","3,530","2,100",650,60,30,"41,010"
LAUA,6840,W06000021,Monmouthshire / Sir Fynwy,520,"3,250","6,870","8,610","7,030","7,400","5,210","1,720",670,"41,280"
LAUA,6935,W06000022,Newport / Casnewydd,"6,510","14,490","17,150","11,930","7,610","5,170","2,510",520,180,"66,080"
